species_id,language,common_name,habitat,basic_id_cues,consumer_advice,enforcement_advice,similar_animals,known_as,average_size_weight,first_responder,traded_as,common_trafficking,notes,disease_name
723,fr,Chamaeleo necasi,"Forêt pluviale et forêt galerie sous les tropiques humides, où les précipitations dépassent 1 500 mm par an.",De couleur verte.,N'ACHETEZ PAS de caméléon. Cette espèce est protégée par les lois du commerce international et fait l'objet de prélèvements intensifs pour sa peau et le commerce des animaux de compagnie.,ENQUÊTEZ. Le commerce international est très réglementé et nécessite un permis CITES. Examinez toute la documentation et faites rapport aux autorités.,"Chamaeleo dilepis, Chamaeleo laevigatus, Chamaeleo senegalensis",,,"Évitez de manipuler l'animal inutilement. C'est une espèce très mobile. Les lézards ne se sentiront en sécurité que si tous leurs membres sont soutenus. N'exercez pas de pression sur son dos, mais laissez plutôt le lézard reposer calmement dans votre main en le saisissant doucement. Peut présenter un comportement de chute de la queue quand il se sent coincé.",Animaux vivants pour le commerce d'animaux de compagnie.,"Trafic sous forme d'œufs cachés sur la personne ou d'animaux cachés dans des sacs en filet dans les bagages, ou dans de petites boîtes cachées sur la personne.",,"Infections bactériennes : salmonellose, Aeromonas, campylobactériose, Pseudomonas"
724,pt,Peixe-serra de dentes pequenos,Águas tropicais e subtropicais rasas nas partes costeiras e estuarinas do Atlântico.,"Partes superiores marrom-acinzentadas, cinza, cinza-azuladas ou enegrecidas, e as partes inferiores são esbranquiçadas. A borda anterior da barbatana dorsal do peixe-serra pequeno fica aproximadamente acima da borda anterior das nadadeiras pélvicas (quando o peixe-serra é visto de cima ou de lado). As nadadeiras peitorais são relativamente curtas e sem lobo inferior característico na cauda (lobo inferior muito pequeno ou ausente). O peixe-serra pequeno tem um rostro relativamente estreito (""serra"") com 20 a 32 dentes de cada lado.","NÃO COMPRE peixes-serra, suas partes ou produtos derivados. O comércio e/ou transporte internacional do peixe serra de água doce, suas partes e produtos derivados é ilegal. O peixe-serra é classificado como criticamente ameaçado, como resultado da pesca excessiva, perda de habitat e degradação. Denuncie o comércio para autoridades confiáveis.","INVESTIGUE. Não existe comércio internacional legal em espécimes vivos, suas partes e produtos. Quaisquer documentos apresentados que busquem permitir ou apoiar a negociação são falsos ou ilegais. Também pode existir proteção em nível nacional. Examine cada caso para obter pistas e informações que podem ser úteis na investigação.","Peixe serra, Peixe serra comum",Espadarte,5.54 m (18.2 pés). Pesam até 350 kg (770 libras).,"Evite manusear animais desnecessariamente. Aproxime com cautela, devido ao tamanho do animal. Seja sempre cauteloso quando se aproximar, porque eles são conhecidos por  se debaterem violentamente de lado a lado. Não ferir o rostro (serra) do animal, pois ele morrerá. Cryptosporidium e Giardia são muitas vezes associados ao consumo de peixes encontrados em água contaminada com fezes.","Caçados em função das barbatanas, carne, medicina tradicional e óleo, com a 'serra' usada como item decorativo e cerimonial.","Barbatanas de peixe-serra são contrabandeadas juntamente com barbatanas de tubarão. A carne pode ser vendida em mercados locais. Óleos, pós e outros produtos podem ser encontrados em farmácias de medicina tradicional..",,"Potencial para parasitas se forem consumindos nematóides de carne mal cozida: C. philippinensis, G. Hipidium Trematode: C. sinensis, O. viverrini Cestódeo: D. latum, Infecções bacterianas de água contaminada: Vibriose, Mycobacteriosis, Aeromonasis, Pseudo"
724,fr,Poisson-scie tident,Eaux tropicales et subtropicales peu profondes des zones côtières et estuariennes de l'Atlantique.,"Ses parties supérieures sont gris brunâtre, grises, gris bleuté ou noirâtre, et ses parties inférieures sont blanchâtres. Le poisson-scie tident a un bord antérieur de la nageoire dorsale qui est placé à peu près au-dessus du bord antérieur des nageoires pelviennes (lorsque le poisson-scie est vu du dessus ou du côté), des nageoires pectorales relativement courtes et un lobe inférieur de la queue (lobe inférieur très petit ou absent). Le poisson-scie tident a un rostre relativement étroitavec 20-32 dents de chaque côté.","N'ACHETEZ PAS de poissons-scie, leurs parties ou produits dérivés. Le commerce ou le transport international de poissons-scies d'eau douce, de leurs parties et produits dérivés est illégal. Les poissons-scies sont classés comme étant en danger critique d'extinction en raison de la surpêche, de la perte et de la dégradation de leur habitat. Signalez le commerce aux autorités de confiance.","ENQUÊTEZ. Aucun commerce international légal de spécimens vivants, de leurs parties et produits n'est autorisé. Tout document visant à autoriser un tel commerce est faux ou illégal. Des protections nationales peuvent également s'appliquer. Examinez chaque cas pour trouver d'autres pistes d'enquête.","Poisson-scie commun, Poisson-scie du Sud",,"5,54 m (18,2 pieds). Poids jusqu'à 350 kg (770 livres).","Évitez de manipuler l'animal inutilement. Approchez-vous avec prudence, en raison de la taille puissante de l'animal. Soyez toujours prudent lorsque vous vous approchez de l'animal parce qu'il est connu pour se battre violemment d'un côté à l'autre. Ne blessez pas le rostre (scie) de l'animal car il va mourir. Cryptosporidium et Giardia sont souvent associés à la consommation depoissons trouvés dans l'eau contaminée par les matières fécales.","Chassé pour les ailerons, la viande, la médecine traditionnelle et la production d'huile, avec la'scie' utilisée comme objet décoratif et cérémoniel.","Les ailerons sont passés en contrebande avec des ailerons de requin. La viande peut être vendue sur les marchés locaux. Huiles, poudres et autres produits que l'on trouve dans les pharmacies traditionnelles.",,"Risque de parasites en cas de consommation de nématodes de la viande insuffisamment cuite : C. Philippinensis, G. Hipidium Trematode : C. sinensis, O. viverrini Cestode : D. latum. Infections bactériennes causées par de l'eau contaminée : vibriose, mycoba"
725,pt,Peixe serra,"Regiões costeiras tropicais e subtropicais, mas também entra em água doce.","Posição para a frente da barbatana dorsal com a borda anterior claramente à frente da borda anterior das barbatanas pélvicas (quando o peixe-serra é visto de cima ou de lado), as barbatanas peitorais relativamente compridas com pontas angulares e a presença de um pequeno lobo da cauda inferior. O rostro (""serra"") do peixe-serra comum tem uma largura de 15 a 25% do seu comprimento, que é relativamente grande em comparação com as outras espécies de peixe-serra. Suas partes superiores são geralmente cinza a marrom-amarelada, muitas vezes com um tom amarelo claro para as barbatanas. Indivíduos em água doce podem ter uma cor avermelhada causada por extravasamento sanguíneo abaixo da pele. A parte inferior é acinzentada ou branca.","NÃO COMPRE peixes-serra, suas partes ou produtos derivados. O comércio e/ou transporte internacional do peixe serra de água doce, suas partes e produtos derivados é ilegal. O peixe-serra é classificado como criticamente ameaçado, como resultado da pesca excessiva, perda de habitat e degradação. Denuncie o comércio para autoridades confiáveis.","INVESTIGUE. Não existe comércio internacional legal em espécimes vivos, suas partes e produtos. Quaisquer documentos apresentados que busquem permitir ou apoiar a negociação são falsos ou ilegais. Também pode existir proteção em nível nacional. Examine cada caso para obter pistas e informações que podem ser úteis na investigação.","Peixe-serra de dentes pequenos , Peixe serra comum",,"~7.5 m (25 pés), 500–600 kg (1,102–1,323 libras)","Evite manusear animais desnecessariamente. Aproxime com cautela, devido ao tamanho do animal. Seja sempre cauteloso quando se aproximar, porque eles são conhecidos por  se debaterem violentamente de lado a lado. Não ferir o rostro (serra) do animal, pois ele morrerá. Cryptosporidium e Giardia são muitas vezes associados ao consumo de peixes encontrados em água contaminada com fezes.","Caçados em função das barbatanas, carne, medicina tradicional e óleo, com a 'serra' usada como item decorativo e cerimonial.","Barbatanas de peixe-serra são contrabandeadas juntamente com barbatanas de tubarão. A carne pode ser vendida em mercados locais. Óleos, pós e outros produtos podem ser encontrados em farmácias de medicina tradicional..",,"Potencial para parasitas se forem consumindos nematóides de carne mal cozida: C. philippinensis, G. Hipidium Trematode: C. sinensis, O. viverrini Cestódeo: D. latum, Infecções bacterianas de água contaminada: Vibriose, Mycobacteriosis, Aeromonasis, Pseudo"
725,fr,Poisson-scie du Sud,"Régions côtières tropicales et subtropicales, mais aussi en eau douce.","position vers l'avant de la nageoire dorsale, avec le bord antérieur de la nageoire dorsale placé clairement devant le bord antérieur des nageoires pelviennes (lorsque le poisson-scie est vu du dessus ou du côté), les nageoires pectorales relativement longues avec des extrémités angulaires, et la présence d'un petit lobe inférieur de queue. Le rostre (scie) du poisson-scie a une largeur de 15 à 25 % de sa longueur, ce qui est relativement large par rapport aux autres espèces de poisson-scie. Ses parties supérieures sont généralement grises à brun jaunâtre, souvent avec une teinte jaune clair aux nageoires. Les individus en eau douce peuvent avoir une couleur rougeâtre causée par la suffusion de sang sous la peau. Le dessous des ailerons est grisâtre ou blanc.","N'ACHETEZ PAS de poissons-scie, leursparties ou produits dérivés. Le commerce ou le transport internationalde poissons-scies d'eau douce, de leurs parties et produits dérivés est illégal. Les poissons-scies sont classés commeétant en danger critique d'extinction enraison de la surpêche, de la perte et dela dégradation de leur habitat. Signalez le commerce aux autorités deconfiance.","ENQUÊTEZ. Aucun commerce international légal de spécimens vivants, de leurs parties et produits n'est autorisé. Tout document visant à autoriser un tel commerce est faux ou illégal. Des protections nationales peuvent également s'appliquer. Examinez chaque cas pour trouver d'autres pistes d'enquête.","Poisson-scie tident, Poisson-scie commun",,"~7,5 m (25 pieds), 500-600 kg (1 102-1 323 livres)","Évitez de manipuler l'animal inutilement. Approchez-vous avec prudence, en raison de la taille puissante de l'animal. Soyez toujours prudent lorsque vous vous approchez de l'animal parce qu'il est connu pour se battre violemment d'un côté à l'autre. Ne blessez pas le rostre (scie) de l'animal car il va mourir. Cryptosporidium et Giardia sont souvent associés à la consommation depoissons trouvés dans l'eau contaminée par les matières fécales.","Chassé pour les ailerons, la viande, la médecine traditionnelle et la production l'huile, avec la'scie' utilisée comme objet décoratif et cérémoniel.","Les ailerons sont passés en contrebande avec des ailerons de requin. La viande peut être vendue sur les marchés locaux. Huiles, poudres et autres produits que l'on trouve dans les pharmacies traditionnelles.",,"Risque de parasites en cas de consommation de nématodes de la viande insuffisamment cuite : C. Philippinensis, G. Hipidium Trematode : C. sinensis, O. viverrini Cestode : D. latum. Infections bactériennes causées par de l'eau contaminée : vibriose, mycoba"
726,pt,Porites astreoides,"Oceano Atlântico tropical nas Américas do Norte, Central e do Sul; e o leste do Oceano Atlântico tropical na África Ocidental. Cresce em águas rasas e rápidas, Porites astreoides é incrustante, mas em águas mais calmas a profundidades médias.","O coral pedregoso de cor amarela (nome traduzido literalmente, não encontrado na literatura consultada em Português), é um coral grande com uma forma semi-esférica, macia e suave. Em profundidades maiores é geralmente em forma de placa e em cavernas e sob saliências as placas são inclinadas para receber a quantidade máxima de luz. É a única espécie dentro do gênero Porites que não tem uma forma semelhante a um dedo. Os coralitos são pequenos e bem compactados e dão ao coral uma aparência porosa. Os pólipos têm seis tentáculos e geralmente são retraídos durante o dia. Este coral é amarelo, verde-amarelado, cinza pálido ou marrom pálido, cor dada pelas zooxantelas dinoflageladas, algas microscópicas que vivem simbioticamente dentro do tecido do coral.",NÃO COMPRE espécies de Coral ou qualquer um dos seus produtos. É endêmica e nativa da região e está ameaçada devido às mudanças climáticas. Esta espécie é protegida do comércio internacional. Denuncie o comércio para autoridades confiáveis.,INVESTIGUE. Comércio internacional é estritamente controlado e licença CITES é necessária. Examine toda a documentação e  informe as autoridades.,,,60 cm (24 pol) de diâmetro.,Evite manipular o espécime. Denuncie para as autoridades,"Coletados para o comércio de aquários, e para itens decorativos / jóias feitas de esqueleto de coral.",Transportados em barcos de pesca e posteriormente transportados por via aérea. Podem estar escondidos em plásticos ou outros objetos decorativos.,,
726,fr,Porite étoile,"Océan Atlantique tropical en Amérique du Nord, du Centre et du Sud ; et océan Atlantique tropical oriental en Afrique de l'Ouest. Grandit dans des eaux peu profondes et à écoulement rapide, Porites astreoides est incrustant mais dans des eaux plus calmes à profondeur moyenne.","Corail pierreux de couleur jaune, c'est un corail massif avec une forme lisse, arrondie et semi-sphérique. Dans les grottes et sous les surplombs, les plaques sont inclinées pour recevoir le maximum de lumière. C'est la seule espèce du genre Porites à ne pas avoir une forme en forme de doigt. Les corallites sont petites et serrées et donnent au corail un aspect poreux. Les polypes ont chacun six tentacules et sont généralement rétractés pendant la journée. Ce corail est jaune, vert jaunâtre, gris pâle ou brun pâle, une couleur qui lui est donnée par les dinoflagellés zooxanthelles, algues microscopiques qui vivent en symbiose avec les tissus du corail.",N'ACHETEZ PAS de corails ni aucun de leurs produits. Cette espèce est endémique et indigène dans la région et est menacée par le changement climatique. Cette espèce est protégée du commerce international. Signalez le commerce aux autorités de confiance.,ENQUÊTEZ. Le commerce international est très réglementé et nécessite un permis CITES. Examinez toute la documentation et faites rapport aux autorités.,,,Diamètre 60 cm (24 pouces),Évitez de manipuler inutilement. Signalez le commerce aux autorités de confiance.,"Prélevé pour le commerce de l'aquarium, et pour les objets décoratifs /bijoux fabriqués à partir de squelette de corail.","Transportés sur des bateaux de pêche, puis transportés par avion. Peut être caché avec du plastique ou d'autres objets décoratifs.",,
727,pt,Escorpião ditador,"Regiões tropicais úmidas de baixa altitude. Ocorrem na floresta tropical, floresta de galeria perto de rios e outras florestas além de habitats de savana. Espécies árabes também ocorrem em climas semiáridos. Solos macios e argilosos parecem ser preferidos pela maioria das espécies,","De cor escura a preta, às vezes com metasoma e patas mais pálidas. As pinças pedipares são maciças, enquanto o metasoma é proporcionalmente fino com uma pequena vesícula e ferrão (aculeus).","NÃO COMPRE Escorpiões. Escorpiões são  explorados pelo seu veneno, pele e são frequentemente usados na medicina tradicional chinesa ou para no vinho. Além disso, o animal é extremamente perigoso e venenoso.",INVESTIGUE. Comércio internacional é estritamente controlado e licença CITES é necessária. Examine toda a documentação e  informe as autoridades.,"Escorpião gigante do Senegal, Escorpião imperador",,12–20 cm,Evite manipular desnecessariamente. Esse escorpião é extremamente perigoso e venenoso. Mantenha contido e aguarde os especialistas em manejo.,Animais vivos para o comércio de animais de estimação.,"Transportados por correio e/ou por via aérea, em pequenos recipientes ou tubos dentro de caixas maiores ou na bagagem.",,"Infecções bacterianas: Salmonelose, Aeromonas, Edwardsiella, Campylobacter, Pseudomonas, Mycobacterium ulcerans, E. coli"
727,fr,Scorpion dictateur,"Régions tropicales humides des basses terres. On les trouve dans la forêt tropicale humide, dans les galeries forestières près des rivières et dans d'autres régions boisées en dehors des habitats de savane. Les espèces arabes sont également présentes dans les climats semi-arides. La plupart des espèces semblent préférer les sols loameux et mous,","De couleur foncée à noire, parfois avec des métasomes et des pattes plus pâles. Les pinces pédipalpales sont massives, tandis que le métasome est proportionnellement mince avec une petite vésicule et un dard (aculeus).","N'ACHETEZ PAS de scorpions. Le scorpion est exploité pour son venin, sa peau et est souvent utilisé dans la médecine traditionnelle chinoise ou dans le vin. De plus, l'animal est extrêmement dangereux et venimeux.",ENQUÊTEZ. Le commerce international est très réglementé et nécessite un permis CITES. Examinez toute la documentation et faites rapport aux autorités.,"Scorpion géant sénegalais, Scorpion empereur",,12–20 cm,Évitez de manipuler l'animal inutilement. Ce scorpion est extrêmement dangereux et venimeux. Contenez-le et attendez l'arrivée de préposés aux animaux experts.,Animaux vivants pour le commerce d'animaux de compagnie.,"Transport par la poste et par voie aérienne, dans de petits conteneurs ou des tubes à l'intérieur de cartons ou de pièces de bagages plus grands.",,"Infections bactériennes : salmonellose, Aeromonas, Edwardsiella, campylobactériose, Pseudomonas, Mycobacterium ulcerans, E. coli"
728,pt,Escorpião gigante do Senegal,"Regiões tropicais úmidas de baixa altitude. Ocorrem na floresta tropical, floresta de galeria perto de rios e outras florestas além de habitats de savana. Espécies árabes também ocorrem em climas semiáridos. Solos macios e argilosos parecem ser preferidos pela maioria das espécies,","Escorpião grande. De cor escura a preta, às vezes com metasoma e patas mais pálidas. As pinças pedipares são maciças, enquanto o metasoma é proporcionalmente fino com uma pequena vesícula e ferrão (aculeus).","NÃO COMPRE Escorpiões. Escorpiões são  explorados pelo seu veneno, pele e são frequentemente usados na medicina tradicional chinesa ou para no vinho. Além disso, o animal é extremamente perigoso e venenoso.",INVESTIGUE. Comércio internacional é estritamente controlado e licença CITES é necessária. Examine toda a documentação e  informe as autoridades.,"Escorpião ditador,  Escorpião imperador",,,Evite manipular desnecessariamente. Esse escorpião é extremamente perigoso e venenoso. Mantenha contido e aguarde os especialistas em manejo.,Animais vivos para o comércio de animais de estimação.,"Transportados por correio e/ou por via aérea, em pequenos recipientes ou tubos dentro de caixas maiores ou na bagagem.",,"Infecções bacterianas: Salmonelose, Aeromonas, Edwardsiella, Campylobacter, Pseudomonas, Mycobacterium ulcerans, E. coli"
728,fr,Scorpion géant sénegalais,"Régions tropicales humides des basses terres. On les trouve dans la forêt tropicale humide, dans les galeries forestières près des rivières et dans d'autres régions boisées en dehors des habitats de savane. Les espèces arabes sont également présentes dans les climats semi-arides. La plupart des espèces semblent préférer les sols loameux et mous,","Grand scorpion. De couleur foncée à noire, parfois avec des métasomes et des pattes plus pâles. Les pinces pédipalpales sont massives, tandis que le métasome est proportionnellement mince avec une petite vésicule et un dard (aculeus).","N'ACHETEZ PAS de scorpions. Le scorpion est exploité pour son venin, sa peau et est souvent utilisé dans la médecine traditionnelle chinoise ou dans le vin. De plus, les scorpions sont extrêmement dangereux et venimeux.",ENQUÊTEZ. Le commerce international est très réglementé et nécessite un permis CITES. Examinez toute la documentation et faites rapport aux autorités.,"Scorpion dictateur, Scorpion empereur",,,Évitez de manipuler l'animal inutilement. Ce scorpion est extrêmement dangereux et venimeux. Contenez-le et attendez l'arrivée de préposés aux animaux experts.,Animaux vivants pour le commerce d'animaux de compagnie.,"Transport par la poste et par voie aérienne, dans de petits conteneurs ou des tubes à l'intérieur de cartons ou de pièces de bagages plus grands.",,"Infections bactériennes : salmonellose, Aeromonas, Edwardsiella, campylobactériose, Pseudomonas, Mycobacterium ulcerans, E. coli"
729,pt,Escorpião imperador,Nativo de florestas tropicais e savanas na África Ocidental,"Uma das maiores espécies de escorpiões do mundo. O corpo é preto, mas como outros escorpiões, brilha verde pastel ou azul sob luz ultravioleta. As pinças grandes são vermelho-escuras e têm uma textura granular. A parte frontal do corpo, ou prosoma, é composta de quatro seções, cada uma com um par de pernas. Atrás do quarto par de pernas há estruturas semelhantes a pentes, conhecidas como pectinas, que tendem a ser mais longas nos machos do que nas fêmeas. A cauda, ??conhecida como o metasoma, é longa e curva-se sobre o corpo. Picada inofensiva, não venenosa.","NÃO COMPRE Escorpiões. Escorpiões são  explorados pelo seu veneno, pele e são frequentemente usados na medicina tradicional chinesa ou para no vinho. Além disso, o animal é extremamente perigoso e venenoso.",INVESTIGUE. Comércio internacional é estritamente controlado e licença CITES é necessária. Examine toda a documentação e  informe as autoridades.,"Escorpião ditador, Escorpião gigante do Senegal",,"20 cm (7,9 polegadas) de comprimento e o peso é de 30 gramas.",Evite manipular desnecessariamente. Esse escorpião é extremamente perigoso e venenoso. Mantenha contido e aguarde os especialistas em manejo.,Animais vivos para o comércio de animais de estimação.,"Transportados por correio e/ou por via aérea, em pequenos recipientes ou tubos dentro de caixas maiores ou na bagagem.",,"Infecções bacterianas: Salmonelose, Aeromonas, Edwardsiella, Campylobacter, Pseudomonas, Mycobacterium ulcerans, E. coli"
729,fr,Scorpion empereur,Originaire des forêts pluviales et des savanes d'Afrique de l'Ouest,"Une des plus grandes espèces de scorpion au monde. Son corps est noir, mais comme les autres scorpions, il brille en vert pastel ou en bleu sous la lumière ultraviolette. Les grandes pinces sont d'un rouge noirâtre et ont une texture granuleuse. La partie antérieure du corps, ou prosome, se compose de quatre parties, chacune avec une paire de jambes. Derrière la quatrième paire de pattes se trouvent des structures en forme de peigne appelées pectines, qui ont tendance à être plus longues chez les mâles que chez les femelles. La queue, connue sous le nom de métasome, est longue et recourbée vers l'arrière sur le corps. Piqûre inoffensive, pas venimeuse.","N'ACHETEZ PAS de scorpions. Le scorpion est exploité pour son venin, sa peau et est souvent utilisé dans la médecine traditionnelle chinoise ou dans le vin. De plus, les scorpions sont extrêmement dangereux et venimeux.",ENQUÊTEZ. Le commerce international est très réglementé et nécessite un permis CITES. Examinez toute la documentation et faites rapport aux autorités.,"Scorpion dictateur, Scorpion géant sénegalais",,"20 cm (7,9 pouces) de longueur et un poids de 30 g",Évitez de manipuler l'animal inutilement. Ce scorpion est extrêmement dangereux et venimeux. Contenez-le et attendez l'arrivée de préposés aux animaux experts.,Animaux vivants pour le commerce d'animaux de compagnie.,"Transport par la poste et par voie aérienne, dans de petits conteneurs ou des tubes à l'intérieur de cartons ou de pièces de bagages plus grands.",,"Infections bactériennes : salmonellose, Aeromonas, Edwardsiella, campylobactériose, Pseudomonas, Mycobacterium ulcerans, E. coli"
730,pt,Mexilhão tâmara europeu,"Nordeste do Oceano Atlântico, o Mar Mediterrâneo e o Mar Vermelho. Estes bivalves vivem principalmente na área atingida pelas ondas, mas podem atingir profundidades de 125 a 200 m. Eles perfuraram rochas marinhas, produzindo uma estrutura chamada Gastrochaenolitos.","São amarelados ou acastanhados, quase cilíndricos, arredondados nas duas extremidades. O interior é roxo iridescente esbranquiçado com um tom rosa. Essas conchas são relativamente finas. A superfície é quase lisa, coberta por linhas de crescimento, que às vezes podem ser bastante rugosas.",NÃO COMPRE Mexilhões tâmara europeu. Eles estão protegidos do comércio internacional. Esta espécie é nativa e endêmica da região e também está ameaçada de extinção e só é encontrada em pequena área aberta na natureza. Denuncie o comércio.,INVESTIGUE. Comércio internacional é estritamente controlado e licença CITES é necessária. Examine toda a documentação e  informe as autoridades.,,,8.5 cm(3.3 polegadas).,Evite manipular o espécime. Denuncie para as autoridades,Coletados em função da carne.,Transportados em barcos de pesca.,,
730,fr,Datte de mer,"Atlantique Nord-Est, la mer Méditerranée et la mer Rouge. Ces bivalves vivent principalement dans la zone battue par les vagues, mais ils peuvent atteindre des profondeurs de 125 à 200 m. Ils creusent dans les roches marines, produisant un forage appelé Gastrochaenolites.","Elles sont jaunâtres ou brunâtres, presque cylindriques, arrondies aux deux extrémités. L'intérieur est d'un pourpre irisé blanchâtre avec une teinte rose. Ces coquilles sont relativement minces. La surface est presque lisse, couverte de lignes de croissance, qui peuvent parfois être très rugueuses.",N'ACHETEZ PAS de dattes de mer. Elles sont protégés du commerce international. Cette espèce est indigène et endémique de la région. Elle est également menacée d'extinction et n'est présente que dans de petites zones ouvertes à l'état sauvage. Déclarez le commerce.,ENQUÊTEZ. Le commerce international est très réglementé et nécessite un permis CITES. Examinez toute la documentation et faites rapport aux autorités.,,"Moule lithophage, dactyle ou lithodome",8.5 cm (3.3 pouces),Évitez de manipuler inutilement. Signalez le commerce aux autorités de confiance.,Prélevé pour la viande,Transportés sur des bateaux de pêche.,,
731,pt,"Coral de tufos (*nome traduzido, não encontrado nas fontes consultadas em Português)","Coral de água fria que cresce nas águas profundas. A Lophelia vive entre 80 metros (260 pés) e mais de 3.000 metros (9.800 pés) de profundidade, mas mais comumente em profundidades de 200–1.000 metros (660–3.280 pés), onde não há luz solar, e uma faixa de temperatura de cerca de 4– 12 ° C (39 a 54 ° F).","O coral vivo varia em cor de branco a vermelho alaranjado. Ao contrário da maioria dos corais tropicais, os pólipos não estão interligados pelo tecido vivo. Cada pólipo tem até 16 tentáculos e é um rosa translúcido, amarelo ou branco. Algumas colônias têm pólipos maiores, enquanto outras têm pequenas e delicadas",NÃO COMPRE espécies de Coral ou qualquer um dos seus produtos. É endêmica e nativa da região e está ameaçada devido às mudanças climáticas. Esta espécie é protegida do comércio internacional. Denuncie o comércio para autoridades confiáveis.,INVESTIGUE. Comércio internacional é estritamente controlado e licença CITES é necessária. Examine toda a documentação e  informe as autoridades.,,,35 m (115 pés) de altura.,Evite manipular o espécime. Denuncie para as autoridades,"Coletados para o comércio de aquários, e para itens decorativos / jóias feitas de esqueleto de coral.",Transportados em barcos de pesca e posteriormente transportados por via aérea. Podem estar escondidos em plásticos ou outros objetos decorativos.,,
731,fr,Corail,"Corail d'eau froide qui pousse dans les eaux profondes. La Lophelia vit entre 80 mètres (260 pieds) et plus de 3 000 mètres (9 800 pieds) de profondeur, mais le plus souvent à des profondeurs de 200 à 1 000 mètres (660 à 3 280 pieds), où il n'y a pas de lumière solaire, et à des températures variant de 4 à 12 °C (39 à 54 °F) environ.","La couleur du corail vivant varie du blanc au rouge orangé. Contrairement à la plupart des coraux tropicaux, les polypes ne sont pas reliés entre eux par des tissus vivants. Chaque polype a jusqu'à 16 tentacules et est rose, jaune ou blanc translucide. Certaines colonies ont de plus grands polypes, tandis que d'autres ont des polypes petits et délicats.",N'ACHETEZ PAS de corails ni aucun de leurs produits. Cette espèce est endémique et indigène dans la région et est menacée par le changement climatique. Cette espèce est protégée du commerce international. Signalez le commerce aux autorités de confiance.,ENQUÊTEZ. Le commerce international est très réglementé et nécessite un permis CITES. Examinez toute la documentation et faites rapport aux autorités.,,,Hauteur 35 m (115 pieds),Évitez de manipuler inutilement. Signalez le commerce aux autorités de confiance.,"Prélevé pour le commerce de l'aquarium, et pour les objets décoratifs /bijoux fabriqués à partir de squelette de corail.","Transportés sur des bateaux de pêche, puis transportés par avion. Peut être caché avec du plastique ou d'autres objets décoratifs.",,
732,pt,Coral estrela do norte,"Nativo para águas rasas no Oceano Atlântico ocidental e no Mar do Caribe. Também é encontrado na costa ocidental da África. Ocorre em aglomerados incrustantes nas rochas e é comum sob saliências e pedras, em estacas e em naufrágios. Também ocorre em águas profundas e aglomerados isolados às vezes são levados para a costa.","Cresce em pequenos grupos. Os pólipos são translúcidos e a colônia tem aparência peluda quando são expandidos. Marrom a cor pálida, dependendo da temperatura.",NÃO COMPRE espécies de Coral ou qualquer um dos seus produtos. É endêmica e nativa da região e está ameaçada devido às mudanças climáticas. Esta espécie é protegida do comércio internacional. Denuncie o comércio para autoridades confiáveis.,INVESTIGUE. Comércio internacional é estritamente controlado e licença CITES é necessária. Examine toda a documentação e  informe as autoridades.,,Coral da copa norte,5 cm (2 polegadas) de largura.,Evite manipular o espécime. Denuncie para as autoridades,"Coletados para o comércio de aquários, e para itens decorativos / jóias feitas de esqueleto de coral.",Transportados em barcos de pesca e posteriormente transportados por via aérea. Podem estar escondidos em plásticos ou outros objetos decorativos.,,
732,fr,Astrangia,"Originaire des eaux peu profondes de l'Atlantique Ouest et de la mer des Caraïbes. On le trouve également sur la côte ouest de l'Afrique. Il se présente sous forme de touffes incrustées sur les rochers et est commun sous les rebords et les rochers, sur les pilotis et sur les épaves. Il se rencontre également en eau profonde et les touffes détachées sont parfois emportées par les vagues sur le rivage.",Se développe en petits bouquets. Les polypes sont translucides et la colonie a un aspect poilsu lorsqu'elle est élargie. De couleur brun à brun pâle selon la température.,N'ACHETEZ PAS de corails ni aucun de leurs produits. Cette espèce est endémique et indigène dans la région et est menacée par le changement climatique. Cette espèce est protégée du commerce international. Signalez le commerce aux autorités de confiance.,ENQUÊTEZ. Le commerce international est très réglementé et nécessite un permis CITES. Examinez toute la documentation et faites rapport aux autorités.,,Corail étoile du Nord,5 cm (2 pouces) de largeur,Évitez de manipuler inutilement. Signalez le commerce aux autorités de confiance.,"Prélevé pour le commerce de l'aquarium, et pour les objets décoratifs /bijoux fabriqués à partir de squelette de corail.","Transportés sur des bateaux de pêche, puis transportés par avion. Peut être caché avec du plastique ou d'autres objets décoratifs.",,
733,pt,Coral ziquezague,"Regiões polares, crescendo em águas profundas a profundidades de 80 a 1500 metros. É geralmente encontrado em escombros e detritos, e não em recifes de coral.","Cresce em pequenas colônias que formam moitas, criando matrizes em forma de leque. Tem partes esqueléticas espessas que crescem em um padrão lamelar.",NÃO COMPRE espécies de Coral ou qualquer um dos seus produtos. É endêmica e nativa da região e está ameaçada devido às mudanças climáticas. Esta espécie é protegida do comércio internacional. Denuncie o comércio para autoridades confiáveis.,INVESTIGUE. Comércio internacional é estritamente controlado e licença CITES é necessária. Examine toda a documentação e  informe as autoridades.,,,30 a 50 cm de altura,Evite manipular o espécime. Denuncie para as autoridades,"Coletados para o comércio de aquários, e para itens decorativos / jóias feitas de esqueleto de coral.",Transportados em barcos de pesca e posteriormente transportados por via aérea. Podem estar escondidos em plásticos ou outros objetos decorativos.,,
